Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
[Removed] Item 317951515794,317951515794,"Apr 3, 2026",$59.38,$0.00,,,Fixed price,
[Removed] Item 236501047169,236501047169,"Jan 29, 2026",$65.08,$0.00,,,Fixed price,
XF-1888 O Morgan Silver Dollar (1 Coin),136818002197,"Apr 7, 2026",$57.99,$0.00,,,Fixed price,https://www.ebay.com/itm/136818002197
,,"Nov 18, 2025",$33.30,$0.00,,,Fixed price,
[Removed] Item 317749803803,317749803803,"Feb 12, 2026",$198.11,$0.00,,,Fixed price,
[Removed] Item 365966660327,365966660327,"Nov 14, 2025",$35.00,$0.00,,,Fixed price,
,,"Jan 26, 2026",$65.73,$0.00,,,Fixed price,
1888 Morgan Dollar BU Uncirculated Mint State 90% Silver $1 US Coin Collectible,365242104271,"Mar 30, 2026",$107.65,$0.00,,,Fixed price,https://www.ebay.com/itm/365242104271
XF 1888 (P) Morgan Silver Dollar (1 coin),365896075738,"Feb 13, 2026",$51.20,$0.00,,,Fixed price,https://www.ebay.com/itm/365896075738
AU+ 1888 (P) Morgan Silver Dollar (1 coin),135875452774,"Jan 2, 2026",$53.66,$4.87,,,Fixed price,https://www.ebay.com/itm/135875452774
[Removed] Item 406648308614,406648308614,"Jan 30, 2026",$71.24,$0.00,,,Fixed price,
,,"Oct 14, 2025",$23.41,$0.00,,,Fixed price,
1888 US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,404942780135,"Feb 22, 2026",$92.99,$0.00,,,Fixed price,https://www.ebay.com/itm/404942780135
[Removed] Item 136838898422,136838898422,"Jan 26, 2026",$69.72,$0.00,,,Fixed price,
,,"Nov 2, 2025",$32.88,$0.00,,,Fixed price,
VF 1888 (P) Morgan Silver Dollar (1 coin),365631495032,"Feb 25, 2026",$55.78,$0.00,,,Fixed price,https://www.ebay.com/itm/365631495032
,,"Nov 16, 2025",$26.68,$0.00,,,Fixed price,
BU/Unc 1888 (P) Morgan Silver Dollar (1 coin),133692455320,"Jan 25, 2026",$70.03,$13.45,,,Fixed price,https://www.ebay.com/itm/133692455320
1888 O US Morgan Silver Dollar $1 - NGC Brilliant Uncirculated,305528004830,"Mar 29, 2026",$98.89,$0.00,,,Fixed price,https://www.ebay.com/itm/305528004830
VF 1888-O Morgan Silver Dollar (1 coin),365117525820,"Jan 17, 2026",$57.48,$0.00,,,Fixed price,https://www.ebay.com/itm/365117525820
[Removed] Item 136569523607,136569523607,"Dec 5, 2025",$22.14,$0.00,,,Fixed price,
[Removed] Item 317878195289,317878195289,"Feb 21, 2026",$198.57,$0.00,,,Fixed price,
,,"Nov 7, 2025",$22.61,$0.00,,,Fixed price,
,,"Nov 22, 2025",$35.10,$0.00,,,Fixed price,
VG/F 1888 (P) Morgan Silver Dollar (1 coin),136592463949,"Dec 29, 2025",$48.12,$0.00,,,Fixed price,https://www.ebay.com/itm/136592463949
[Removed] Item 205865169935,205865169935,"Nov 28, 2025",$38.91,$0.00,,,Fixed price,
[Removed] Item 365943894113,365943894113,"Nov 15, 2025",$27.63,$4.99,,,Fixed price,
,,"Mar 15, 2026",$26.92,$0.00,,,Fixed price,
[Removed] Item 197778269853,197778269853,"Oct 23, 2025",$28.88,$4.99,,,Fixed price,
,,"Nov 17, 2025",$35.16,$0.00,,,Fixed price,
BU/Unc 1888-O Morgan Silver Dollar (1 coin),124632889218,"Apr 5, 2026",$87.11,$0.00,,,Fixed price,https://www.ebay.com/itm/124632889218
[Removed] Item 205887843830,205887843830,"Dec 8, 2025",$36.50,$0.00,,,Fixed price,
1888 $1 Morgan Silver Dollar NGC MS63 Bullion Plus Label Bag Fragment,136999471345,"Feb 25, 2026",$108.59,$0.00,,,Fixed price,https://www.ebay.com/itm/136999471345
1888-O Morgan Silver Dollar PCGS MS63 Nice Eye Appeal,267534024268,"Jan 25, 2026",$103.89,$5.24,,,Fixed price,https://www.ebay.com/itm/267534024268
[Removed] Item 357729062997,357729062997,"Oct 24, 2025",$19.99,$0.00,,,Fixed price,
XF 1888-O Morgan Silver Dollar (1 coin),127139094442,"Dec 31, 2025",$53.65,$0.00,,,Fixed price,https://www.ebay.com/itm/127139094442
1888-O Morgan Silver Dollar MS64 PCGS,295855884230,"Mar 10, 2026",$168.00,$0.00,,,Fixed price,https://www.ebay.com/itm/295855884230
[Removed] Item 317406039102,317406039102,"Nov 28, 2025",$18.85,$0.00,,,Fixed price,
1888-O Morgan Silver Dollar MS63 ICG,127069390502,"Jan 8, 2026",$86.08,$0.00,,,Fixed price,https://www.ebay.com/itm/127069390502
VG/F 1888-O Morgan Silver Dollar (1 coin),127139093312,"Nov 8, 2025",$47.08,$0.00,,,Fixed price,https://www.ebay.com/itm/127139093312
* 1888-P * CHOICE to GEM BU MS MORGAN SILVER DOLLAR * FROM ORIGINAL BANK BAG *,154367276766,"Jan 28, 2026",$135.95,$0.00,,,Fixed price,https://www.ebay.com/itm/154367276766
,,"Dec 26, 2025",$5.85,$1.80,,,Fixed price,
1888-O Morgan Silver Dollar PCGS MS63 Blast White - STOCK,388183829278,"Jan 25, 2026",$116.60,$0.00,,,Fixed price,https://www.ebay.com/itm/388183829278
1888 Morgan Silver Dollar MS64 PCGS Blue Label,135220893436,"Dec 26, 2025",$112.28,$0.00,,,Fixed price,https://www.ebay.com/itm/135220893436
HARD DATE VF+ 1888-O MORGAN SILVER DOLLAR NICE COLLECTORS COIN M-1573,177754564026,"Mar 22, 2026",$98.00,$5.25,,,Fixed price,https://www.ebay.com/itm/177754564026
[Removed] Item 197747641220,197747641220,"Oct 20, 2025",$19.99,$0.00,,,Fixed price,
1888 O Morgan Silver Dollar $1 Brilliant Uncirculated BU 90% Silver,197803470331,"Mar 15, 2026",$185.26,$0.00,,,Fixed price,https://www.ebay.com/itm/197803470331
,,"Nov 22, 2025",$84.97,$0.00,,,Fixed price,
1888-O $1 Morgan Silver Dollar PCGS MS63 Blue Label,205925480645,"Mar 1, 2026",$104.59,$0.00,,,Fixed price,https://www.ebay.com/itm/205925480645
XF-1888 O Morgan Silver Dollar (1 Coin),136818002197,"Apr 8, 2026",$57.95,$0.00,,,Fixed price,https://www.ebay.com/itm/136818002197
,,"Dec 25, 2025",$50.00,$6.00,,,Fixed price,,1
,,"Dec 27, 2025",$52.00,$6.50,,,Fixed price,,1
1888 O Morgan dollar PCGS AU55 *VAM 17 oval O TOP100*,115713130679,"Feb 10, 2026",$130.00,$5.00,,,Fixed price,https://www.ebay.com/itm/115713130679,1
1888 Morgan Dollar VAM-98 ANACS MS62 #,115925598212,"Feb 10, 2026",$100.00,$4.88,,,Fixed price,https://www.ebay.com/itm/115925598212,1
1888 O Morgan Silver Dollar - Nice BU cartwheel luster - clashed die VAM,116009244869,"Jan 18, 2026",$120.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116009244869,1
,,"Dec 26, 2025",$59.99,$0.00,,,Fixed price,,1
,,"Jan 12, 2026",$58.95,$4.95,,,Fixed price,,1
,,"Dec 16, 2025",$51.00,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$59.00,$0.00,,,Fixed price,,1
1888 O The U.S. Morgan Silver Dollar Collection Card & Postal Stamps $1,116417691770,"Jan 25, 2026",$90.00,$14.99,,,Fixed price,https://www.ebay.com/itm/116417691770,1
,,"Dec 23, 2025",$74.95,$0.00,,,Fixed price,,1
* 1888-P RARE DARK TONED SOLID GEM AU MS MORGAN SILVER DOLLAR * BEAUTIFUL!,116418506139,"Feb 10, 2026",$75.00,$8.50,,,Fixed price,https://www.ebay.com/itm/116418506139,1
,,"Dec 25, 2025",$114.95,$0.00,,,Fixed price,,1
,,"Nov 21, 2025",$65.00,$5.25,,,Fixed price,,1
,,"Dec 19, 2025",$43.00,$5.00,,,Fixed price,,1
,,"Nov 14, 2025",$210.00,$0.00,,,Fixed price,,1
,,"Jan 5, 2026",$90.00,$4.76,,,Fixed price,,1
,,"Nov 6, 2025",$85.00,$4.00,,,Fixed price,,1
1888 Morgan Silver Dollar. NGC Certified MS 63,116746156090,"Jan 24, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116746156090,1
"1888 $1🌈Rainbow Toned AMERICAN SAVINGS & LOAN MORGAN DOLLAR, MS and GORGEOUS🌈!",116758788420,"Jan 16, 2026",$460.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116758788420,1
,,"Nov 1, 2025",$105.00,$5.00,,,Fixed price,,1
,,"Nov 2, 2025",$39.95,$4.95,,,Fixed price,,1
1888 Morgan Silver Dollar PCGS MS63 - Certified Beautiful Luster!,116789488299,"Jan 25, 2026",$110.00,$8.00,,,Fixed price,https://www.ebay.com/itm/116789488299,1
,,"Oct 30, 2025",$112.77,$5.95,,,Auction,,1
,,"Oct 26, 2025",$55.00,$5.95,,,Auction,,1
,,"Oct 25, 2025",$45.00,$3.18,,,Fixed price,,1
,,"Oct 24, 2025",$300.00,$8.40,,,Fixed price,,1
,,"Nov 1, 2025",$222.50,$6.50,,,Auction,,1
,,"Nov 3, 2025",$113.00,$5.00,,,Auction,,1
,,"Nov 4, 2025",$224.50,$7.49,,,Auction,,1
,,"Nov 6, 2025",$48.52,$4.75,,,Auction,,1
,,"Nov 8, 2025",$108.05,$4.95,,,Auction,,1
,,"Nov 1, 2025",$67.00,$5.00,,,Fixed price,,1
,,"Nov 9, 2025",$60.00,$4.75,,,Auction,,1
,,"Nov 8, 2025",$55.00,$4.00,,,Fixed price,,1
,,"Nov 21, 2025",$95.00,$4.00,,,Fixed price,,1
1888 Morgan Silver Dollar MS63 VAM-11 Double Ear ANACS Top 100,116871111129,"Mar 21, 2026",$156.75,$8.10,,,Fixed price,https://www.ebay.com/itm/116871111129,1
,,"Nov 18, 2025",$92.00,$7.49,,,Auction,,1
,,"Nov 18, 2025",$52.00,$6.50,,,Auction,,1
,,"Dec 2, 2025",$105.00,$5.25,,,Fixed price,,1
,,"Nov 20, 2025",$48.58,$4.00,,,Auction,,1
,,"Nov 22, 2025",$52.99,$5.00,,,Auction,,1
,,"Nov 30, 2025",$127.00,$0.00,,,Auction,,1
,,"Nov 25, 2025",$45.44,$0.97,,,Auction,,1
,,"Dec 21, 2025",$65.00,$4.54,,,Fixed price,,1
,,"Nov 28, 2025",$143.01,$5.58,,,Auction,,1
,,"Nov 28, 2025",$39.95,$5.95,,,Fixed price,,1
,,"Nov 29, 2025",$135.50,$4.00,,,Auction,,1
,,"Dec 9, 2025",$455.00,$8.45,,,Auction,,1
,,"Dec 8, 2025",$49.00,$5.00,,,Auction,,1
,,"Dec 6, 2025",$72.00,$6.50,,,Auction,,1
1888 CC Morgan Silver Dollar (2023) Fiji MS70 Early Release David Ryder Signed,116909269019,"Jan 23, 2026",$177.96,$0.00,,,Fixed price,https://www.ebay.com/itm/116909269019,1
,,"Dec 7, 2025",$35.00,$4.99,,,Auction,,1
,,"Dec 7, 2025",$65.00,$4.76,,,Auction,,1
1888 morgan dollar PCGS MS64 ~,116914729101,"Feb 1, 2026",$135.00,$4.85,,,Fixed price,https://www.ebay.com/itm/116914729101,1
,,"Jan 4, 2026",$132.00,$4.87,,,Fixed price,,1
,,"Dec 14, 2025",$72.00,$4.76,,,Auction,,1
,,"Dec 15, 2025",$90.01,$5.37,,,Auction,,1
,,"Dec 14, 2025",$70.00,$5.25,,,Fixed price,,1
,,"Dec 16, 2025",$49.00,$4.00,,,Auction,,1
,,"Dec 19, 2025",$46.00,$4.76,,,Auction,,1
,,"Dec 21, 2025","$1,847.00",$12.40,,,Auction,,1
,,"Dec 23, 2025",$105.00,$5.25,,,Fixed price,,1
,,"Dec 30, 2025",$173.50,$0.00,,,Auction,,1
,,"Dec 30, 2025",$104.50,$7.99,,,Auction,,1
,,"Dec 26, 2025",$259.99,$0.00,,,Fixed price,,1
,,"Jan 2, 2026",$182.00,$8.35,,,Auction,,1
,,"Jan 1, 2026",$66.00,$6.50,,,Auction,,1
,,"Jan 3, 2026",$70.00,$5.25,,,Fixed price,,1
,,"Jan 4, 2026",$110.05,$0.00,,,Auction,,1
,,"Jan 1, 2026",$120.00,$4.00,,,Auction,,1
,,"Jan 8, 2026",$238.70,$0.00,,,Auction,,1
1888-O Vam-4 Hot Lips PCGS VF25 Morgan Silver Dollar DDO Doubled Die Obverse,116965965904,"Mar 28, 2026",$265.00,$0.00,,,Fixed price,https://www.ebay.com/itm/116965965904,1
1888 MORGAN DOLLAR***NGC MS 63,116967383753,"Jan 28, 2026",$105.00,$4.70,,,Fixed price,https://www.ebay.com/itm/116967383753,1
,,"Jan 10, 2026",$51.00,$4.99,,,Auction,,1
,,"Jan 13, 2026",$68.00,$1.31,,,Auction,,1
MS64 GEM 1888 Silver Morgan Dollar PCGS MS64 Looks GEM SEMI PL,116980107270,"Jan 17, 2026",$149.00,$7.49,,,Auction,https://www.ebay.com/itm/116980107270,1
1888 PCGS MS 63 Morgan Dollar,116984193553,"Jan 21, 2026",$90.00,$5.00,,,Auction,https://www.ebay.com/itm/116984193553,1
VF+ 1888 NICELY TONED HARD DATE MORGAN SILVER DOLLAR NICE COLLECTORS COIN M-1190,116987439313,"Jan 18, 2026",$70.00,$5.25,,,Fixed price,https://www.ebay.com/itm/116987439313,1
EF 1888-O MORGAN SILVER DOLLAR BEAUTIFULLY TONED COLLECTOR GRADE M-1204,116987442389,"Jan 20, 2026",$85.00,$5.25,,,Fixed price,https://www.ebay.com/itm/116987442389,1
Rainbow Toned 1888-O Silver Morgan Dollar NGC MS64 Toning Colors RARE,116989525196,"Jan 23, 2026",$399.00,$7.49,,,Auction,https://www.ebay.com/itm/116989525196,1
1888 Morgan Silver Dollar Philadelphia Mint (No Mint Mark) – OG U.S. Silver,116991082406,"Jan 24, 2026",$81.00,$0.00,,,Auction,https://www.ebay.com/itm/116991082406,1
1884 S To 1888 S MORGAN SILVER DOLLARS! Bradford 5 Coin Box Set! Nice! Rare!,116993976492,"Jan 22, 2026",$365.00,$4.00,,,Auction,https://www.ebay.com/itm/116993976492,1
1888-O 90% Silver Morgan Dollar,116995093552,"Jan 28, 2026",$85.00,$0.00,,,Auction,https://www.ebay.com/itm/116995093552,1
1888-O Morgan Silver Dollar PCGS MS63 Nice Eye Appeal Toned 7790,116998203969,"Jan 30, 2026",$101.25,$5.00,,,Auction,https://www.ebay.com/itm/116998203969,1
1888-O Morgan Dollar PCGS AU-53 “Hot Lips” Doubled Die Obv,116999227166,"Jan 28, 2026","$1,008.00",$0.00,,,Fixed price,https://www.ebay.com/itm/116999227166,1
NICE 1888-O MORGAN SILVER DOLLAR BEAUTIFULLY TONED COLLECTOR GRADE M-1293,117000927439,"Jan 25, 2026",$81.00,$1.43,,,Fixed price,https://www.ebay.com/itm/117000927439,1
1888 Morgan Silver Dollar - PCGS MS-63 - Old Green Holder,117002449201,"Jan 29, 2026",$139.00,$4.50,,,Fixed price,https://www.ebay.com/itm/117002449201,1
1888 S $ 1 Morgan Silver Dollar Beautiful Eye Appeal,117003428175,"Jan 30, 2026",$191.00,$7.70,,,Auction,https://www.ebay.com/itm/117003428175,1
VF 1888-O MORGAN SILVER DOLLAR BEAUTIFULLY TONED COLLECTOR GRADE M-1329,117006231757,"Jan 30, 2026",$89.00,$5.25,,,Fixed price,https://www.ebay.com/itm/117006231757,1
1888-O Morgan Silver Dollar,117007918989,"Jan 30, 2026",$92.99,$5.07,,,Fixed price,https://www.ebay.com/itm/117007918989,1
