Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"1993 S Silver Kennedy Half Dollar Deep Cameo Gem Proof, From US Mint Proof Sets",188272311637,"May 19, 2026",$31.50,$1.35,,,Fixed price,https://www.ebay.com/itm/188272311637,4
1993 & 1994 US Mint Proof Set,147205721229,"Mar 22, 2026",$8.00,$5.16,,,Auction,https://www.ebay.com/itm/147205721229
1993 US Mint BILL OF RIGHTS COMMEMORATIVE COINS PRESTIGE SET,117083457112,"Mar 19, 2026",$73.84,$14.00,,,Auction,https://www.ebay.com/itm/117083457112
03/17 L#1232 1993 & 1994 US Mint Proof Sets- F.8,157763505876,"Mar 17, 2026",$20.00,$0.00,,,Auction,https://www.ebay.com/itm/157763505876
1993 PDSS Roosevelt Dime Year Set Silver & Clad Proof & BU US 4 Coin Lot,147140276493,"Mar 17, 2026",$12.32,$3.95,,,Fixed price,https://www.ebay.com/itm/147140276493,2
1993 US Mint Premier Silver Proof Set,117078680507,"Mar 16, 2026",$48.00,$7.95,,,Auction,https://www.ebay.com/itm/117078680507
03/16 L#6314 1993 & 1994 US Mint Proof Sets- F.7,157760498046,"Mar 16, 2026",$30.00,$0.00,,,Auction,https://www.ebay.com/itm/157760498046
1993 US MINT PRESTIGE JAMES MADISON PROOF SET,147192699557,"Mar 15, 2026",$90.00,$6.68,,,Auction,https://www.ebay.com/itm/147192699557
1993-S US Mint Silver Proof Set 5 Coin Set OGP Original Government Packaging,168187217885,"Mar 14, 2026",$53.00,$7.89,,,Auction,https://www.ebay.com/itm/168187217885
1993 P D S Jefferson Nickel Year Set Proof & BU US 3 Coin Lot,204219766531,"Mar 14, 2026",$4.13,$3.95,,,Fixed price,https://www.ebay.com/itm/204219766531,3
1993-S US Mint Silver Proof Set 5 Coin Set Original Government Packaging,366270882603,"Mar 13, 2026",$45.00,$4.00,,,Fixed price,https://www.ebay.com/itm/366270882603
1993-S US Mint Proof Set 5-Coin Set (OGP) Original Government Packaging +COA,168159730933,"Mar 12, 2026",$7.95,$5.52,,,Fixed price,https://www.ebay.com/itm/168159730933
1993 Clad US Proof 5 Coin Set with Original Packaging & COA COMPLETE,234381896030,"Mar 11, 2026",$8.99,$0.00,,,Fixed price,https://www.ebay.com/itm/234381896030
03/10 L#6832 1993 & 1994 US Mint Proof Sets- F.7,157739883218,"Mar 10, 2026",$29.00,$0.00,,,Auction,https://www.ebay.com/itm/157739883218
1993 2 Coin US MINT Proof Set WW 2 Commemorative SILVER Dollar Half Dollar 50C,117064382440,"Mar 9, 2026",$72.00,$5.00,,,Fixed price,https://www.ebay.com/itm/117064382440
1993-S Bill of Rights Proof Silver Dollar & Half US Mint 2 Coin Set $1 50C OGP,117077556480,"Mar 9, 2026",$99.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117077556480
1992 and 1993 -S US Mint Silver Proof Set 5 Coin Set OGP Nonsmoking house,137095211752,"Mar 9, 2026",$88.00,$6.50,,,Auction,https://www.ebay.com/itm/137095211752
"1993 S US Mint Premier Silver Proof Set, 90% Silver, in OGP w/COA (HQ0024)",137111651311,"Mar 9, 2026",$52.00,$17.55,,,Fixed price,https://www.ebay.com/itm/137111651311
1993 US MINT 90% SILVER PREMIER PROOF SET 5 COINS w/BOX COA COMPLETE!,147179618581,"Mar 8, 2026",$65.00,$5.45,,,Auction,https://www.ebay.com/itm/147179618581
1993 US Mint Silver Proof Set 5 Coin San Francisco w/COA,147179690884,"Mar 8, 2026",$50.00,$5.77,,,Auction,https://www.ebay.com/itm/147179690884
1993 S US Mint Proof Set,166751814639,"Mar 7, 2026",$10.55,$0.00,,,Fixed price,https://www.ebay.com/itm/166751814639
1993-S US Mint Uncirculated Proof Set In Original Packaging,127663976773,"Mar 6, 2026",$10.49,$0.00,,,Fixed price,https://www.ebay.com/itm/127663976773
1993 S Proof Set W/ US Mint box,127710548468,"Mar 6, 2026",$5.00,$5.39,,,Fixed price,https://www.ebay.com/itm/127710548468
03/06 L#4332 1993 & 1994 US Mint Proof Sets- F.8,157728874070,"Mar 6, 2026",$16.00,$0.00,,,Auction,https://www.ebay.com/itm/157728874070
1993 S United States Mint Silver Proof Set,256845669409,"Mar 6, 2026",$52.50,$0.00,,,Fixed price,https://www.ebay.com/itm/256845669409,2
,,"Feb 16, 2026",$77.00,$0.00,,,Fixed price,,2
,,"Feb 16, 2026",$60.00,$0.00,,,Fixed price,,2
1993-S US Mint Proof Set 5 Coin Set OGP COA Original Government Packaging,145592194405,"Feb 11, 2026",$12.34,$0.00,,,Fixed price,https://www.ebay.com/itm/145592194405,12
,,"Feb 9, 2026",$15.70,$0.00,,,Fixed price,,7
,,"Feb 9, 2026",$12.34,$0.00,,,Fixed price,,5
1993 US Mint Prestige Set,198005546390,"Feb 6, 2026",$105.32,$0.00,,,Fixed price,https://www.ebay.com/itm/198005546390,3
,,"Feb 1, 2026",$77.00,$0.00,,,Fixed price,,2
1993 S Proof SILVER Kennedy Half Dollar Coin 50 Cent JFK from US Mint Proof Set,323746882107,"Feb 1, 2026",$33.47,$3.99,,,Fixed price,https://www.ebay.com/itm/323746882107,2
1993 P D S S Kennedy Half Dollar Year Set Silver & Clad Proof & BU US 4 Coin Lot,144139352010,"Jan 26, 2026",$65.28,$3.95,,,Fixed price,https://www.ebay.com/itm/144139352010,2
,,"Jan 25, 2026",$93.24,$7.18,,,Fixed price,,7
,,"Jan 25, 2026",$5.00,$0.00,,,Fixed price,,3
1984-1993 US Mint Proof Set Run Original Purple Box 10 Sets 50 Coin Lot,296986073845,"Jan 24, 2026",$124.95,$8.97,,,Fixed price,https://www.ebay.com/itm/296986073845,3
,,"Jan 24, 2026",$49.95,$6.72,,,Fixed price,,7
,,"Jan 24, 2026",$90.00,$14.23,,,Fixed price,,2
,,"Jan 18, 2026",$9.49,$0.00,,,Fixed price,,14
,,"Jan 13, 2026",$84.99,$7.95,,,Fixed price,,3
,,"Jan 11, 2026",$30.00,$0.00,,,Fixed price,,2
,,"Jan 8, 2026",$69.00,$8.50,,,Auction,,1
,,"Jan 5, 2026",$40.00,$7.33,,,Fixed price,,3
,,"Jan 5, 2026",$25.00,$7.85,,,Auction,,1
,,"Dec 23, 2025",$27.50,$5.24,,,Fixed price,,1
1993 US Silver Proof Set in OGP,144909494358,"Dec 21, 2025",$34.99,$0.00,,,Fixed price,https://www.ebay.com/itm/144909494358,6
,,"Dec 20, 2025",$26.00,$0.00,,,Fixed price,,1
,,"Dec 16, 2025",$67.95,$0.00,,,Fixed price,,2
,,"Dec 16, 2025",$39.43,$0.00,,,Fixed price,,2
,,"Dec 14, 2025",$7.91,$1.00,,,Fixed price,,5
,,"Dec 11, 2025",$32.00,$8.00,,,Fixed price,,3
,,"Dec 9, 2025",$20.00,$0.00,,,Fixed price,,21
1993 S PROOF Set in Original Box US Mint with COA (5 Coin Set),155850486912,"Dec 9, 2025",$12.98,$0.00,,,Fixed price,https://www.ebay.com/itm/155850486912,2
,,"Dec 5, 2025",$2.99,$1.99,,,Auction,,1
,,"Nov 23, 2025",$7.42,$1.17,,,Fixed price,,7
