Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
1919 D Walking Liberty Silver Half Dollar Denver Mint,117127264055,"Apr 12, 2026",$35.00,$4.00,,,Auction,https://www.ebay.com/itm/117127264055,1
1919-D Walking Liberty Half Dollar #P34018,127785814376,"Apr 8, 2026",$54.11,$4.25,,,Auction,https://www.ebay.com/itm/127785814376,1
"6 Walking Liberty Halfs 1916-s, 1916-d, 1918-d, 1919, 1941-s 1937-d",127793804352,"Apr 8, 2026",$141.50,$5.95,,,Auction,https://www.ebay.com/itm/127793804352,1
1919-D Walking Liberty Half Dollar. Better Date. Free Shipping,277729310294,"Apr 5, 2026",$35.00,$0.00,,,Fixed price,https://www.ebay.com/itm/277729310294
1919-D Walking Liberty Silver Half Dollar - PCGS VG 10 - Gold Shield,227232764915,"Apr 4, 2026",$167.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227232764915
(1) Beautiful Toned Antique 1919-D Walking Liberty Half Dollar CHOICE F-FINE DET,177911155114,"Apr 3, 2026",$185.00,$0.00,,,Fixed price,https://www.ebay.com/itm/177911155114
1919-D Walking Liberty Half Dollar Circulated Condition,127773017295,"Apr 2, 2026",$53.00,$0.00,,,Fixed price,https://www.ebay.com/itm/127773017295
"1919-D Walking Liberty Half Dollar, Nice.",188220926872,"Apr 2, 2026",$27.72,$5.90,,,Auction,https://www.ebay.com/itm/188220926872
1919-D Walking Liberty Half Dollar / 50c - 90% Silver - Free Shipping!,168148105583,"Apr 1, 2026",$44.99,$0.00,,,Fixed price,https://www.ebay.com/itm/168148105583
1919-D Walking Liberty Silver Half Dollar - Extra Fine / Almost Uncirculated,137017994135,"Mar 29, 2026",$530.23,$0.00,,,Fixed price,https://www.ebay.com/itm/137017994135
1919 D Liberty Walking Half Dollar,287222860981,"Mar 28, 2026",$57.00,$5.68,,,Auction,https://www.ebay.com/itm/287222860981
1919-D Walking Liberty Half Dollar ~ Borderline Uncirculated (AU++) ~ 90% Silver,298053258875,"Mar 28, 2026","$1,525.00",$0.00,,,Fixed price,https://www.ebay.com/itm/298053258875
1919-D Walking Liberty Half Dollar - ANACS F12 Details Scratched - 90% Silver!,168238586777,"Mar 27, 2026",$121.00,$0.00,,,Fixed price,https://www.ebay.com/itm/168238586777
1919-D Walking Liberty Half Dollar Key Date Denver Mint Issued 021726 30ak,227256014365,"Mar 27, 2026",$59.00,$5.95,,,Fixed price,https://www.ebay.com/itm/227256014365
1919-D WALKING LIBERTY HALF DOLLAR - VG,147223722620,"Mar 26, 2026",$40.00,$0.00,,,Fixed price,https://www.ebay.com/itm/147223722620
1919 D Walking Liberty Half Dollar US Coin,236709674275,"Mar 26, 2026",$45.00,$6.49,,,Fixed price,https://www.ebay.com/itm/236709674275
[Removed] Item 157773372290,157773372290,"Mar 24, 2026",$60.00,$0.00,,,Fixed price,
1919 D PCGS G06 Walking Liberty Half Dollar Silver 50c Better Date G6,227271266542,"Mar 24, 2026",$88.00,$0.00,,,Fixed price,https://www.ebay.com/itm/227271266542
"1919 S, D & P Walking Liberty Half Dollars",147194235769,"Mar 23, 2026",$139.50,$0.00,,,Auction,https://www.ebay.com/itm/147194235769
1919-D Standing Liberty Half Dollar,267607759655,"Mar 22, 2026",$25.00,$7.88,,,Auction,https://www.ebay.com/itm/267607759655
1917-D OBV 1917-S OBV 1917-D REV 1919 1919-S 1938-D WALKING LIBERTY HALF DOLLARS,168236178470,"Mar 21, 2026",$268.95,$4.13,,,Auction,https://www.ebay.com/itm/168236178470
1920 D Walking Liberty Sillver Half Dollar VG+ / Fine Nice Coin Great Price C1,256159243705,"Mar 20, 2026",$46.50,$2.99,,,Fixed price,https://www.ebay.com/itm/256159243705
1919-D Walking Liberty Half Dollar 50¢ G Good Details,287218522810,"Mar 20, 2026",$33.95,$0.00,,,Fixed price,https://www.ebay.com/itm/287218522810
1938-D Walking Liberty Half Dollar-Better Grade-,306708768216,"Mar 20, 2026",$79.00,$4.95,,,Fixed price,https://www.ebay.com/itm/306708768216
1919-D Walking Liberty Half Dollar / 50c - 90% Silver - Free Shipping!,168026813889,"Mar 19, 2026",$72.99,$0.00,,,Fixed price,https://www.ebay.com/itm/168026813889
1919-D WALKING LIBERTY HALF GREAT COIN!!! #70,257362608226,"Mar 19, 2026",$61.63,$5.95,,,Fixed price,https://www.ebay.com/itm/257362608226
1919-D Walking Liberty Half Dollar #P32932,127727607636,"Mar 18, 2026",$34.00,$0.50,,,Auction,https://www.ebay.com/itm/127727607636
,,"Mar 18, 2026",$34.00,$0.50,,,Auction,,1
1919 D VG Walking Liberty Half Dollar 50C Silver Very Good ~ Sharp Tough Date!,167974659003,"Mar 17, 2026",$95.00,$4.95,,,Fixed price,https://www.ebay.com/itm/167974659003
1919 D WALKING LIBERTY HALF DOLLAR ~ BEAUTIFUL 50c COIN ~ FREE SHIPPING ~ TCC,226759370686,"Mar 17, 2026",$76.50,$0.00,,,Fixed price,https://www.ebay.com/itm/226759370686
1919-D AND 1919-S Walking Liberty Half Dollars - KEY DATE,267603000291,"Mar 17, 2026",$79.99,$3.99,,,Auction,https://www.ebay.com/itm/267603000291
"1919 D Walking Liberty Half Dollar, Tough Semi-Key Date, Choice Very Fine+!",127661893911,"Mar 16, 2026",$515.00,$2.99,,,Fixed price,https://www.ebay.com/itm/127661893911
"1919 D Walking Liberty Half Dollar, VG",157754023478,"Mar 16, 2026",$64.00,$5.00,,,Fixed price,https://www.ebay.com/itm/157754023478
,,"Mar 16, 2026",$515.00,$2.99,,,Fixed price,,1
1919-D Walking Liberty Silver Half Dollar 50c Very Good VG+ Details,168233881044,"Mar 15, 2026",$50.00,$4.95,,,Fixed price,https://www.ebay.com/itm/168233881044
1919 D Walking Liberty Half Dollar 50c Better Grade #98349,188018759513,"Mar 15, 2026",$62.99,$0.00,,,Fixed price,https://www.ebay.com/itm/188018759513
1919 d walking liberty half dollar FB7,226903830832,"Mar 15, 2026",$40.00,$0.00,,,Fixed price,https://www.ebay.com/itm/226903830832
1919-D Walking Liberty Silver Half Dollar VG 60924,297550174325,"Mar 15, 2026",$84.50,$0.00,,,Fixed price,https://www.ebay.com/itm/297550174325
1919 D Walking Liberty Half Dollar 50c Better Grade #98350,188018759434,"Mar 14, 2026",$69.99,$0.00,,,Fixed price,https://www.ebay.com/itm/188018759434
"1919-D Walking Liberty Half Dollar. Key Date. Low mintage, Very good",227249205228,"Mar 14, 2026",$41.99,$4.99,,,Auction,https://www.ebay.com/itm/227249205228
1919-D Walking Liberty Half ~ 90% Silver Coin,267593156585,"Mar 13, 2026",$105.06,$5.99,,,Auction,https://www.ebay.com/itm/267593156585
"8 walking Liberty Halfs 1916, 1916-s, 1918,1918-s, 1919, 1936-d, 1946",127733953069,"Mar 12, 2026",$207.50,$5.95,,,Auction,https://www.ebay.com/itm/127733953069
1919-D Walking Liberty Half Dollar MAJOR KEY DATE Good Denver,277785370013,"Mar 12, 2026",$50.00,$0.00,,,Auction,https://www.ebay.com/itm/277785370013
,,"Mar 12, 2026",$207.50,$5.95,,,Auction,,1
1917 S 1918 D 1919 D 1920 D Obverse Walking Liberty Half Dollar 50C Coin,358287088350,"Mar 11, 2026",$57.33,$0.00,,,Fixed price,https://www.ebay.com/itm/358287088350
1919 D Walking Liberty Half Dollar 50c Nicely Circulated #98352,188018759236,"Mar 11, 2026",$54.99,$0.00,,,Fixed price,https://www.ebay.com/itm/188018759236
,,"Mar 11, 2026",$58.00,$0.00,,,Fixed price,,4
1919 D Walking Liberty Silver Half Dollar,147183055711,"Mar 10, 2026",$24.00,$5.49,,,Auction,https://www.ebay.com/itm/147183055711
1919-D Liberty Walking Silver Half Dollar - See Pics - No Reserve!,267594432121,"Mar 9, 2026",$40.19,$5.29,,,Auction,https://www.ebay.com/itm/267594432121
1919-D SILVER WALKING LIBERTY HALF DOLLAR SCARCE DATE COIN,293644912991,"Mar 9, 2026",$90.00,$0.00,,,Fixed price,https://www.ebay.com/itm/293644912991
1919 D WALKING LIBERTY HALF DOLLAR. Key Date!!!,277782835389,"Mar 8, 2026",$28.53,$5.40,,,Auction,https://www.ebay.com/itm/277782835389
1919 D WALKING LIBERTY HALF DOLLAR,127711077231,"Mar 7, 2026",$36.00,$6.00,,,Auction,https://www.ebay.com/itm/127711077231
1916-D 1917-D OBV 1917-S OBV 1919-S 1921-S & 1938-D WALKING LIBERTY HALF DOLLARS,198144650709,"Mar 7, 2026",$315.00,$5.55,,,Auction,https://www.ebay.com/itm/198144650709
,,"Mar 7, 2026",$36.00,$6.00,,,Auction,,1
Pair of 1919 D & 1919 S Walking Liberty Half Dollars !!,117059152975,"Mar 6, 2026",$79.00,$0.00,,,Fixed price,https://www.ebay.com/itm/117059152975
1919-D WALKING LIBERTY SILVER HALF DOLLAR GOOD++ ACTUAL COIN #8969,137097479752,"Mar 6, 2026",$69.00,$5.25,,,Fixed price,https://www.ebay.com/itm/137097479752
1919 D Walking Liberty Half Dollar 50c 90% Silver Original Surfaces #42718,188098833579,"Mar 6, 2026",$39.97,$0.00,,,Fixed price,https://www.ebay.com/itm/188098833579
,,"Mar 6, 2026",$79.00,$0.00,,,Fixed price,,1
1919-d Walking Liberty Half 50C. Average Grade of Coin is Photographed.,375216642281,"Feb 28, 2026",$45.67,$4.99,,,Fixed price,https://www.ebay.com/itm/375216642281,3
,,"Feb 19, 2026",$123.38,$6.99,,,Auction,,1
,,"Feb 18, 2026",$28.00,$5.00,,,Auction,,1
,,"Feb 10, 2026",$129.95,$0.50,,,Fixed price,,1
,,"Feb 8, 2026",$26.00,$5.50,,,Fixed price,,1
,,"Jan 31, 2026",$39.99,$1.95,,,Fixed price,,1
,,"Jan 29, 2026",$31.01,$1.31,,,Auction,,1
,,"Jan 25, 2026",$58.43,$0.00,,,Fixed price,,4
,,"Jan 25, 2026",$30.02,$0.00,,,Auction,,1
,,"Jan 22, 2026",$170.00,$0.00,,,Fixed price,,1
,,"Jan 20, 2026",$70.00,$6.00,,,Fixed price,,1
,,"Jan 19, 2026",$25.00,$5.20,,,Fixed price,,1
,,"Jan 19, 2026",$36.08,$0.00,,,Fixed price,,1
,,"Jan 14, 2026",$57.56,$4.87,,,Auction,,1
,,"Jan 12, 2026",$49.00,$0.00,,,Fixed price,,1
,,"Jan 1, 2026",$45.99,$0.00,,,Fixed price,,1
,,"Dec 27, 2025",$23.91,$8.50,,,Auction,,1
,,"Dec 24, 2025",$43.20,$0.00,,,Fixed price,,1
