2002 S Proof State Quarter Set 90% Silver No Box or COA 5 Coins US Mint,131311035232,"Mar 28, 2026",$98.65,$6.45,,,Fixed price,https://www.ebay.com/itm/131311035232
A1900- 2002 Fleer Baseball Card #s 305-540 +Inserts -You Pick- 15+ FREE US SHIP,235215190269,"Mar 28, 2026",$0.84,$0.39,,,Fixed price,https://www.ebay.com/itm/235215190269,27
One 2002 S Proof - Silver Proof Set - In the Original US Mint Box - 2 Available,177982389952,"Mar 27, 2026",$91.75,$5.95,,,Fixed price,https://www.ebay.com/itm/177982389952
A8132- 2002 Bowman Football Cards 1-200 +Rookies -You Pick- 15+ FREE US SHIP,257395049629,"Mar 27, 2026",$1.20,$0.35,,,Fixed price,https://www.ebay.com/itm/257395049629
A7721- 2002-03 Upper Deck Bk Cards 1-250 +Rookies -You Pick- 15+ FREE US SHIP,335774490253,"Mar 27, 2026",$0.99,$0.30,,,Fixed price,https://www.ebay.com/itm/335774490253
A2349- 2002 Topps Pristine BB Cards 1-210 +Inserts -You Pick- 15+ FREE US SHIP,334377617419,"Mar 27, 2026",$3.73,$0.89,,,Fixed price,https://www.ebay.com/itm/334377617419
2002 P & D State Quarter 10 Coins from US Mint Set BU Statehood Cello 25c Coin,254782207790,"Mar 26, 2026",$7.30,$0.00,,,Fixed price,https://www.ebay.com/itm/254782207790
A0153- 2002 Topps Baseball Cards 1-200 + Rookies -You Pick- 15+ FREE US SHIP,334192392533,"Mar 26, 2026",$0.90,$0.10,,,Fixed price,https://www.ebay.com/itm/334192392533
A6869- 2002-03 UD Mask Collection Hk Cards 1-180 -You Pick- 15+ FREE US SHIP,335942181459,"Mar 25, 2026",$0.78,$0.00,,,Fixed price,https://www.ebay.com/itm/335942181459
A2022- 2002 E-X Baseball Card #s 1-140 +Inserts -You Pick- 15+ FREE US SHIP,336213903594,"Mar 23, 2026",$1.61,$0.00,,,Fixed price,https://www.ebay.com/itm/336213903594
2002 P&D Mint Set Brilliant Uncirculated US with Envelopes & COAs (20 Coin Set),155848282123,"Mar 21, 2026",$15.98,$0.00,,,Fixed price,https://www.ebay.com/itm/155848282123
B3873- 2002-03 SPx Basketball Cards 1-152 +Rookies -You Pick- 15+ FREE US SHIP,235232036542,"Mar 20, 2026",$0.92,$0.00,,,Fixed price,https://www.ebay.com/itm/235232036542
Topps Stadium Club 1995-2002 U Pick -- Multiples ship FREE to US! A9,168233748172,"Mar 20, 2026",$0.69,$0.00,,,Fixed price,https://www.ebay.com/itm/168233748172
A9804- 2002 Upper Deck World Series Heroes 1-180 -You Pick- 15+ FREE US SHIP,256660200918,"Mar 20, 2026",$0.99,$0.43,,,Fixed price,https://www.ebay.com/itm/256660200918
2002-S US Mint Proof Set 10 Coin Set OGP Original Government Packaging COA,145685741814,"Mar 19, 2026",$17.99,$0.00,,,Fixed price,https://www.ebay.com/itm/145685741814
A1564- 2002 Fleer Maximum Baseball Card #s 1-270 -You Pick- 15+ FREE US SHIP,335114873604,"Mar 19, 2026",$0.99,$0.22,,,Fixed price,https://www.ebay.com/itm/335114873604
2002 S Clad PROOF Set in Original Box US Mint with COA (10 Coin Set),155865105933,"Mar 18, 2026",$14.98,$0.00,,,Fixed price,https://www.ebay.com/itm/155865105933
B2721- 2002 Absolute Memorabilia FB 1-200 +Inserts -You Pick- 15+ FREE US SHIP,257103432058,"Mar 17, 2026",$0.75,$0.10,,,Fixed price,https://www.ebay.com/itm/257103432058
**2002 US Quarters Mint Proof Set**,177683373453,"Mar 15, 2026",$7.99,$0.00,,,Fixed price,https://www.ebay.com/itm/177683373453
A7721- 2002-03 Upper Deck Bk #s 251-420 +Inserts -You Pick- 15+ FREE US SHIP,235918515292,"Mar 14, 2026",$1.47,$0.60,,,Fixed price,https://www.ebay.com/itm/235918515292
B1818- 2002 MLB Showdown BB Cards 251-356 +Inserts -You Pick- 15+ FREE US SHIP,256860995339,"Mar 13, 2026",$1.24,$0.21,,,Fixed price,https://www.ebay.com/itm/256860995339
B0043- 2002 Press Pass Racing Cards 1-100 +Inserts -You Pick- 15+ FREE US SHIP,235453684757,"Mar 13, 2026",$0.99,$0.43,,,Fixed price,https://www.ebay.com/itm/235453684757
2002 S Proof State Quarter Set Gem DCam No Box or COA 5 Coins CN-Clad US Mint,202603926260,"Mar 11, 2026",$9.45,$3.95,,,Fixed price,https://www.ebay.com/itm/202603926260
A7616- 2002 Topps Chrome Traded BB Card #s 201-275 -You Pick- 15+ FREE US SHIP,236435558644,"Mar 11, 2026",$1.29,$0.10,,,Fixed price,https://www.ebay.com/itm/236435558644
A4574- 2002-03 Topps Total Hk Cards 1-250 +Rookies -You Pick- 15+ FREE US SHIP,236167911162,"Mar 10, 2026",$0.76,$0.00,,,Fixed price,https://www.ebay.com/itm/236167911162
A4960- 2002 Fleer Premium BB Cards 1-250 +Inserts -You Pick- 15+ FREE US SHIP,335124470609,"Mar 8, 2026",$0.75,$0.00,,,Fixed price,https://www.ebay.com/itm/335124470609
A7650- 2002 Pacific FB Card #s 251-500 +Rookies -You Pick- 15+ FREE US SHIP,234945140774,"Mar 5, 2026",$0.77,$0.00,,,Fixed price,https://www.ebay.com/itm/234945140774,21
B3032- 2002 Donruss Originals Baseball Cards 1-250 -You Pick- 15+ FREE US SHIP,336068091994,"Mar 2, 2026",$0.87,$0.22,,,Fixed price,https://www.ebay.com/itm/336068091994,35
B3032- 2002 Donruss Originals Baseball #s 251-417 -You Pick- 15+ FREE US SHIP,336068091999,"Mar 2, 2026",$0.88,$0.66,,,Fixed price,https://www.ebay.com/itm/336068091999,25
A8132- 2002 Bowman Football Cards 1-275 +Inserts -You Pick- 15+ FREE US SHIP,235455385591,"Mar 1, 2026",$0.75,$0.50,,,Fixed price,https://www.ebay.com/itm/235455385591,21
A7543- 2002 Topps Opening Day Baseball Cards 1-165 -You Pick- 15+ FREE US SHIP,336208521839,"Jan 24, 2026",$0.83,$0.33,,,Fixed price,https://www.ebay.com/itm/336208521839,29
